,2022-03-16 12:13:00,2022-03-16 12:21:11,2022-03-16 13:48:06,2022-03-16 13:58:21
3870,0.00021528723,0.00039905077,,
3900,0.00023599372,0.00041795586,,
3930,0.00023868131,0.0004728001,,
3960,0.00023394985,0.00056226563,,
3990,0.0002275346,0.00068181095,,
4020,0.00022394485,0.0007586456,,
4050,0.00022430366,0.00079487235,,
4080,0.000224163,0.0008178677,,
4110,0.00021612132,0.0008325084,,
4140,0.00019153312,0.0008403931,,
4170,0.00015392073,0.00084646954,,
4200,0.00011212508,0.000841488,,
4230,8.16421e-05,0.0008262655,,
4260,6.774022e-05,0.0008047985,,
4290,7.9124635e-05,0.00075307605,,
4320,8.23114e-05,0.0007111785,,
4350,8.1321494e-05,0.00069208595,,
4380,8.399223e-05,0.000702413,,
4410,8.236351e-05,0.0007409898,,
4440,7.285576e-05,0.0007885505,,
4470,6.7098874e-05,0.0008158731,,
4500,7.391138e-05,0.0007845778,,
4530,8.025923e-05,0.0006906059,,
4560,8.218996e-05,0.00064522104,,
4590,8.827524e-05,0.00066844857,,
4620,0.000108857035,0.00069628307,,
4650,0.00013639081,0.0006279372,,
4680,0.00016047753,0.00049939484,,
4710,0.0001630482,0.00042958552,,
4740,0.00016081006,0.00045818463,,
4770,0.0001577998,0.0005065743,,
4800,0.00015785322,0.0005878893,,
4830,0.00016595365,0.0006910485,,
4860,0.00017406004,0.0007862034,,
4890,0.00017161752,0.0008146103,,
4920,0.00016202893,0.00078709796,,
4950,0.000146302,0.0007488184,,
4980,0.00012893986,0.00070324534,,
5010,0.000112684,0.00065360544,,
5040,0.00011187562,0.0006317973,,
5070,0.00012218716,0.00062533683,,
5100,0.00014752294,0.000627952,,
5130,0.00016816665,0.0006301735,,
5160,0.00018411226,0.0006274376,,
5190,0.00024621063,0.0006129016,,
5220,0.0003442434,0.0005809232,,
5250,0.0004543654,0.00052502175,,
5280,0.00048310394,0.0004699154,,
5310,0.00047092058,0.00044035984,,
5340,0.00045961942,0.00043571618,,
5370,0.00046555107,0.00043542316,,
5400,0.00048032662,0.00043890157,,
5430,0.000491051,0.00044407437,,
5460,0.00049697637,0.00044834916,,
5490,0.00048400072,0.0004457514,,
5520,0.00043711698,0.00043918937,,
5550,0.00035387004,0.00042254728,,
5580,0.00026038953,0.00041198428,,
5610,0.00018866167,0.0004084354,,
5640,0.00017063774,0.00040773224,,
5670,0.00014321312,0.000402393,,
5700,0.00011517148,0.00039116803,,
5730,9.329722e-05,0.0003798002,,
5760,9.44092e-05,0.0003692444,,
5790,0.00010152845,0.00036334095,,
5820,0.00011433267,0.00035529185,,
5850,0.00014003583,0.000341021,,
5880,0.00017135232,0.00032201686,,
5910,0.00019109112,0.00029489427,,
5940,0.00020316144,0.00027231668,,
5970,0.00020787118,0.00025605614,,
6000,0.00020905877,0.00023179059,,
6030,0.0002078436,0.00021368162,,
6060,0.00020742013,0.00019388495,,
6090,0.0002104713,0.00016947732,,
6120,0.00021570089,0.00014768966,,
6150,0.00022345166,0.00011274212,,
6180,0.00022669243,9.653467e-05,,
6210,0.0002310505,9.0282854e-05,,
6240,0.00023354476,8.803115e-05,,
6270,0.00023586248,8.467176e-05,,
6300,0.00023757126,7.857468e-05,,
6330,0.00024135999,7.303535e-05,,
6360,0.00024709452,7.1927534e-05,,
6390,0.00025672824,7.4845644e-05,,
6420,0.00026454858,8.112685e-05,,
6450,0.00027190428,8.60511e-05,,
6480,0.00027405817,9.244561e-05,,
6510,0.00027282204,9.556368e-05,,
6540,0.00026768952,9.881637e-05,,
6570,0.00026377453,0.000103628656,,
6600,0.0002602131,0.00011840228,,
6630,0.00025574086,0.00012991572,,
6660,0.0002517132,0.00014715128,,
6690,0.0002460788,0.0001656502,,
6720,0.00024253203,0.00018096103,,
6750,0.00024085607,0.00018937254,,
6780,0.00023974542,0.00019283581,,
6810,0.00023818079,0.00019347364,,
6840,0.00023565096,0.00019288645,,
6870,0.00023267079,0.00019073059,,
6900,0.000228058,0.0001873701,,
6930,0.00022126327,0.00018429772,,
6960,0.00021224693,0.00018248578,,
6990,0.00020018741,0.00018091679,,
7020,0.00019182943,0.00017724218,,
7050,0.00018407869,0.0001724317,,
7080,0.00017586161,0.00016950343,,
7110,0.00016735248,0.00016670502,,
7140,0.00015894359,0.00016469645,,
7170,0.00015525256,0.0001625191,,
7200,0.00015292563,0.0001586025,,
7230,0.0001499391,0.00015500713,,
7260,0.00014519511,0.00014690126,,
7290,0.00013610031,0.0001373744,,
7320,0.00012718022,0.00012819897,,
7350,0.00011880766,0.000114852046,,
7380,0.0001119722,0.000104026425,,
7410,0.00010581854,9.885137e-05,,
7440,9.705457e-05,9.5670264e-05,,
7470,9.057972e-05,9.789538e-05,,
7500,8.081082e-05,0.00010533386,,
7530,7.103914e-05,0.000113317896,,
7560,6.272669e-05,0.00012729396,,
7590,5.5936747e-05,0.00014240069,,
7620,5.347714e-05,0.00015264156,,
7650,5.2800267e-05,0.00015578473,,
7680,5.11398e-05,0.00015544011,,
7710,4.8558573e-05,0.00015213822,,
7740,4.614125e-05,0.00014897973,,
7770,4.4288536e-05,0.00014409877,,
7800,4.300636e-05,0.00013786589,,
7830,4.1101135e-05,0.00013214562,,
7860,3.8399674e-05,0.000120289864,,
7890,3.6374244e-05,0.00011232677,,
7920,3.480659e-05,0.00010531986,,
7950,3.362074e-05,0.00010005939,,
7980,3.2834887e-05,9.6533004e-05,,
8010,3.1842847e-05,8.852411e-05,,
8040,3.1004405e-05,8.0293954e-05,,
8070,3.0270901e-05,7.101741e-05,,
8100,2.9812718e-05,6.832625e-05,,
8130,2.939903e-05,6.893236e-05,,
8160,2.9188539e-05,7.15037e-05,,
8190,2.8985998e-05,7.39807e-05,,
8220,2.8814027e-05,7.842914e-05,,
8250,2.8630042e-05,8.3047446e-05,,
8280,2.8257973e-05,8.5026324e-05,,
8310,2.7809045e-05,8.460369e-05,,
8340,2.7470305e-05,8.159128e-05,,
8370,2.6932501e-05,7.743648e-05,,
8400,2.6257729e-05,7.167424e-05,,
8430,2.5552989e-05,6.540353e-05,,
8460,2.5060303e-05,5.8963902e-05,,
8490,2.4395216e-05,5.4665983e-05,,
8520,2.3658424e-05,5.0920808e-05,,
8550,2.2845943e-05,4.7323352e-05,,
8580,2.217138e-05,4.2225387e-05,,
8610,2.092239e-05,3.693757e-05,,
8640,1.9838715e-05,3.196175e-05,,
8670,1.8782177e-05,2.9764684e-05,,
8700,1.8038176e-05,2.62218e-05,,
8730,1.710975e-05,2.3735392e-05,,
8760,1.641014e-05,2.2284785e-05,,
8790,1.5237602e-05,2.076943e-05,,
8820,1.458998e-05,1.981899e-05,,
8850,1.3878216e-05,1.9517061e-05,,
8880,1.3320854e-05,1.9176798e-05,,
8910,1.283013e-05,1.9109211e-05,,
8940,1.2482169e-05,1.9195106e-05,,
8970,1.2063279e-05,1.9275203e-05,,
9000,1.1727704e-05,1.9239335e-05,,
9030,1.1440527e-05,1.9143452e-05,,
9060,1.1219759e-05,1.9089923e-05,,
9090,1.0997428e-05,1.8975414e-05,,
9120,1.0637774e-05,1.8885637e-05,,
9150,1.0371182e-05,1.8716366e-05,,
9180,1.0234398e-05,1.8431077e-05,,
9210,9.865914e-06,1.8039866e-05,,
9240,9.651693e-06,1.755091e-05,,
9270,9.429978e-06,1.7286464e-05,,
9300,9.279989e-06,1.6710052e-05,,
9330,9.175623e-06,1.6202339e-05,,
9360,9.003077e-06,1.5633099e-05,,
9390,8.846831e-06,1.4863966e-05,,
9420,8.610068e-06,1.4334187e-05,,
9450,8.499708e-06,1.386203e-05,,
9480,8.4117355e-06,1.3298524e-05,,
9510,8.351471e-06,1.2886318e-05,,
9540,8.3726445e-06,1.2454195e-05,,
9570,8.3981495e-06,1.185969e-05,,
9600,8.372918e-06,1.1418588e-05,,
9630,8.296687e-06,1.0997057e-05,,
9660,8.129533e-06,1.0639645e-05,,
9690,7.985414e-06,1.0351302e-05,,
9720,7.804619e-06,1.0277397e-05,,
9750,7.647575e-06,1.0264971e-05,,
9780,7.528099e-06,1.0248981e-05,,
9810,7.329609e-06,1.0170929e-05,,
9840,7.07884e-06,1.0094392e-05,,
9870,6.875334e-06,1.0037219e-05,,
9900,6.6426405e-06,1.0024345e-05,,
9930,6.495374e-06,9.986e-06,,
9960,6.3286557e-06,9.947526e-06,,
9990,6.122145e-06,9.90414e-06,,
10020,5.7348375e-06,9.841761e-06,,
10050,5.513921e-06,9.751188e-06,,
10080,5.3044473e-06,9.626882e-06,,
10110,5.0585304e-06,9.406745e-06,,
10140,4.9309247e-06,9.219296e-06,,
10170,4.8707575e-06,9.026746e-06,,
10200,4.8799384e-06,8.828276e-06,,
10230,4.8879792e-06,8.606381e-06,,
10260,4.85166e-06,8.331694e-06,,
10290,4.7537605e-06,7.881372e-06,,
10320,4.655517e-06,7.554548e-06,,
10350,4.4651824e-06,7.301184e-06,,
10380,4.292178e-06,7.1251043e-06,,
10410,4.1250087e-06,6.9898338e-06,,
10440,3.947646e-06,6.862432e-06,,
10470,3.8462636e-06,6.7382607e-06,,
10500,3.7346292e-06,6.629345e-06,,
10530,3.6584509e-06,6.5425984e-06,,
10560,3.5770368e-06,6.4717e-06,,
10590,3.4470152e-06,6.4054507e-06,,
10620,3.33449e-06,6.334532e-06,,
10650,3.2209186e-06,6.303035e-06,,
10680,3.0867536e-06,6.3010066e-06,,
10710,3.0013439e-06,6.3372413e-06,,
10740,2.9321773e-06,6.4144997e-06,,
10770,2.8754855e-06,6.5235067e-06,,
10800,2.8581044e-06,6.641245e-06,,
10830,2.8625982e-06,6.6968264e-06,,
10860,2.9058795e-06,6.6110406e-06,,
10890,2.959033e-06,6.3212806e-06,,
10920,3.03079e-06,5.8067913e-06,,
10950,3.1101708e-06,5.1629495e-06,,
10980,3.2047967e-06,4.5378783e-06,,
11010,3.2469327e-06,4.0683217e-06,,
11040,3.2688604e-06,3.8016833e-06,,
11070,3.2821729e-06,,,
11100,3.2916357e-06,,,
11130,3.3400268e-06,,,
11160,,,,
11190,,,,
11220,,,,
11250,,,,
11280,,,,
11310,,,,
11340,,,,
11370,,,,
11400,,,,
11430,,,,
11460,,,,
11490,,,,
11520,,,,
11550,,,,
11580,,,,
11610,,,,
11640,,,,
11670,,,,
11700,,,,
11730,,,,
11760,,,,
11790,,,,
11820,,,,
11850,,,,
11880,,,,
11910,,,,
11940,,,,
11970,,,,
0,,,0.004047988,0.0039598416
30,,,0.0041476656,0.0040033166
60,,,0.004227759,0.0041044275
90,,,0.004269753,0.004224205
120,,,0.0043033636,0.004315588
150,,,0.004334526,0.004357185
180,,,0.0044198413,0.004397911
210,,,0.004467245,0.004465986
240,,,0.0045205,0.0045209327
270,,,0.0045224316,0.004532696
300,,,0.0044928156,0.0044972505
330,,,0.0044731316,0.004463187
360,,,0.0044489,0.0044166846
390,,,0.0044257822,0.00435106
420,,,0.0044037113,0.004267996
450,,,0.0043506017,0.0041845446
480,,,0.0041357586,0.004119874
510,,,0.004037845,0.00403222
540,,,0.0040397607,0.0039078733
570,,,0.0039772526,0.0037962513
600,,,0.003934297,0.0038467434
630,,,0.003931152,0.0039082803
660,,,0.0039245225,0.0039142515
690,,,0.003918563,0.0038623703
720,,,0.003909969,0.0037655293
750,,,0.003879141,0.003704434
780,,,0.003846145,0.003673028
810,,,0.0038060509,0.0035956937
840,,,0.003774619,0.0035490158
870,,,0.0037267113,0.003522841
900,,,0.003682925,0.0034858952
930,,,0.0036454254,0.003423414
960,,,0.0036076556,0.0033585015
990,,,0.0035584639,0.0032974172
1020,,,0.0035281288,0.0032410643
1050,,,0.0034908447,0.0031936406
1080,,,0.0034256296,0.003135281
1110,,,0.0033978915,0.0030795427
1140,,,0.003390821,0.0030555087
1170,,,0.0033791633,0.0030366243
1200,,,0.0033517727,0.0030032299
1230,,,0.0033144823,0.0028986055
1260,,,0.0032748645,0.002764157
1290,,,0.0032300164,0.0026072336
1320,,,0.003195033,0.0025542227
1350,,,0.0031628767,0.002583404
1380,,,0.0031346574,0.0025411397
1410,,,0.0030762334,0.0024178913
1440,,,0.0030553956,0.0021524176
1470,,,0.0029746129,0.0019251322
1500,,,0.0029516702,0.0017881437
1530,,,0.0029203794,0.0016864473
1560,,,0.0028812143,0.0015362421
1590,,,0.0028407425,0.0013580014
1620,,,0.002854913,0.0012963437
1650,,,0.0027874676,0.00124535
1680,,,0.0026473552,0.0011834499
1710,,,0.002572325,0.0011023887
1740,,,0.0025997106,0.0009521665
1770,,,0.002730473,0.00077033765
1800,,,0.0028489814,0.0006823947
1830,,,0.0028490154,0.00067567785
1860,,,0.0027901982,0.000684297
1890,,,0.0027221711,0.00068564975
1920,,,0.002657894,0.0006853708
1950,,,0.002648179,0.0006850345
1980,,,0.0026787089,0.00068112416
2010,,,0.0026691763,0.0006744637
2040,,,0.002629981,0.00066758145
2070,,,0.0025938957,0.0006767053
2100,,,0.0025636635,0.0007129881
2130,,,0.002543379,0.0008192682
2160,,,0.002486417,0.0009927575
2190,,,0.0024018679,0.0012892743
2220,,,0.0023381554,0.0016771584
2250,,,0.0022978156,0.0020036395
2280,,,0.0022489212,0.0021633615
2310,,,0.0021140242,0.0021795826
2340,,,0.0018584919,0.0021415702
2370,,,0.001508643,0.0020872264
2400,,,0.0011632731,0.0020418125
2430,,,0.00097507186,0.0020171867
2460,,,0.0008947818,0.002007932
2490,,,0.00077927794,0.0019833948
2520,,,0.0006420557,0.0019534852
2550,,,0.00057698763,0.0019313585
2580,,,0.0006261377,0.0019131412
2610,,,0.00064778817,0.0019007049
2640,,,0.0006673698,0.0019108851
2670,,,0.00073727185,0.0019318874
2700,,,0.0007935902,0.0019524923
2730,,,0.0007877158,0.0019635174
2760,,,0.0007746081,0.0019617276
2790,,,0.00074462197,0.0019376145
2820,,,0.00067792623,0.0019052713
2850,,,0.00063588936,0.0018811413
2880,,,0.0006252538,0.0018516422
2910,,,0.0006153726,0.0018258252
2940,,,0.00059857726,0.0018128045
2970,,,0.00056774745,0.0018016747
3000,,,0.00054283394,0.0017906517
3030,,,0.00053840823,0.0017756436
3060,,,0.00055210036,0.001760368
3090,,,0.0005847623,0.0017333522
3120,,,0.0006045878,0.0017024402
3150,,,0.00062481576,0.0016847964
3180,,,0.00065084716,0.0016772695
3210,,,0.0006540558,0.0016803251
3240,,,0.0006197931,0.0016826922
3270,,,0.00055376114,0.001684246
3300,,,0.0005163611,0.0016853457
3330,,,0.00050106796,0.001684609
3360,,,0.00048204177,0.0016729851
3390,,,0.00045857314,0.0016408099
3420,,,0.0004361602,0.0016076698
3450,,,0.00041451215,0.0015705818
3480,,,0.0003994002,0.0015477882
3510,,,0.0003944326,0.001535479
3540,,,0.00040555344,0.0015180237
3570,,,0.00044474498,0.0014684654
3600,,,0.00051489216,0.0014242015
3630,,,0.0006506406,0.0013775398
3660,,,0.0007093294,0.0013789689
3690,,,0.0006942806,0.0014064995
3720,,,0.0006706429,0.0014427423
3750,,,0.0006469,0.0014515352
3780,,,0.00053314527,0.0014446925
3810,,,0.00039388955,0.0014242135
3840,,,0.00031023734,0.0013924715
3870,,,0.0003000107,0.0013756261
3900,,,0.00029476534,0.0013587635
3930,,,0.0002843398,0.001337532
3960,,,0.00027500154,0.001315847
3990,,,0.00027862427,0.0012911041
4020,,,0.0002645169,0.0012544952
4050,,,0.00023366333,0.0011182529
4080,,,0.00022308914,0.0009584365
4110,,,0.00022920826,0.00065899594
4140,,,0.00024469002,0.00045453897
4170,,,0.00027323453,0.0003375793
4200,,,0.00029157542,0.00031602097
4230,,,0.0002985075,0.00031133543
4260,,,0.00029930985,0.00030052534
4290,,,0.00030484458,0.00028432632
4320,,,0.0003047851,0.00027024673
4350,,,0.0002803182,0.0002710195
4380,,,0.00025119068,0.00026545703
4410,,,0.00021603206,0.0002349709
4440,,,0.00017871281,0.00020308686
4470,,,0.00013934645,0.00017511054
4500,,,0.00010772522,0.00017075935
4530,,,9.942474e-05,0.00017523459
4560,,,0.00010285397,0.00018617998
4590,,,0.000101142185,0.00019900136
4620,,,9.252762e-05,0.00023401901
4650,,,8.218254e-05,0.00028065994
4680,,,7.877142e-05,0.00034797058
4710,,,7.5448486e-05,0.00038560573
4740,,,6.465259e-05,0.0004076429
4770,,,5.3385764e-05,0.00041137962
4800,,,4.006072e-05,0.00040214154
4830,,,3.6007576e-05,0.00038262634
4860,,,3.4954777e-05,0.00036491462
4890,,,3.391907e-05,0.00034771982
4920,,,3.284554e-05,0.00032810195
4950,,,3.1670934e-05,0.0003171192
4980,,,3.0291601e-05,0.00030862767
5010,,,2.9989604e-05,0.00030620716
5040,,,3.03405e-05,0.00030576403
5070,,,3.0532734e-05,0.00030782996
5100,,,2.8902563e-05,0.00031183896
5130,,,2.5788451e-05,0.00031887644
5160,,,2.4975734e-05,0.0003356313
5190,,,4.725394e-05,0.00036380487
5220,,,0.00012534778,0.00038171752
5250,,,0.0002672577,0.0004170362
5280,,,0.00039744956,0.00043199104
5310,,,0.000480401,0.00043133422
5340,,,0.00050523767,0.0004083581
5370,,,0.00051861076,0.0003823732
5400,,,0.0005324648,0.00035534523
5430,,,0.0005433766,0.0003525098
5460,,,0.00054193917,0.00036937094
5490,,,0.0005291665,0.00039463726
5520,,,0.0005084785,0.0004124765
5550,,,0.00048633036,0.00042044718
5580,,,0.00046567986,0.0004145244
5610,,,0.00043902703,0.00039828685
5640,,,0.00041866107,0.0003940067
5670,,,0.0003915205,0.00039541183
5700,,,0.0003534509,0.00039702456
5730,,,0.00031705803,0.0003950087
5760,,,0.00029166657,0.0003923077
5790,,,0.00026053653,0.00038702416
5820,,,0.00023572259,0.00038039917
5850,,,0.00021546852,0.0003762337
5880,,,0.00020242255,0.00037228863
5910,,,0.0001967575,0.00036770108
5940,,,0.00019515137,0.00035603874
5970,,,0.0001950342,0.00035012825
6000,,,0.00019533344,0.0003403265
6030,,,0.0001914838,0.00033028852
6060,,,0.00017907108,0.0003174557
6090,,,0.00016541318,0.0003076332
6120,,,0.00016696054,0.00029840705
6150,,,0.00019141464,0.00029102876
6180,,,0.00021886226,0.00028602695
6210,,,0.00022872855,0.00028353787
6240,,,0.00022315918,0.00028334095
6270,,,0.00021285319,0.00028312468
6300,,,0.00020555453,0.00028187808
6330,,,0.00020694983,0.0002785554
6360,,,0.00021716118,0.00027570268
6390,,,0.00023058154,0.00027241232
6420,,,0.00024118605,0.0002685223
6450,,,0.00024850012,0.00026418045
6480,,,0.00025199942,0.00025965876
6510,,,0.00025118038,0.00025520445
6540,,,0.00024721207,0.00024914014
6570,,,0.0002428484,0.0002441689
6600,,,0.00024086429,0.00023870048
6630,,,0.00023979794,0.00023274739
6660,,,0.00023883073,0.00022656405
6690,,,0.0002376225,0.00022046441
6720,,,0.00023624567,0.00021475564
6750,,,0.00023523356,0.0002098601
6780,,,0.00023445983,0.00020606925
6810,,,0.00023335946,0.00020203798
6840,,,0.00023232879,0.00019771994
6870,,,0.00023093379,0.00019540789
6900,,,0.00022715825,0.00019179733
6930,,,0.00022168327,0.00018796134
6960,,,0.00020961797,0.00018416614
6990,,,0.00019035849,0.00018070852
7020,,,0.00016555071,0.00017767197
7050,,,0.00014287823,0.00017584808
7080,,,0.00013018033,0.00017224687
7110,,,0.00011913182,0.00017032305
7140,,,0.00011304181,0.00016584819
7170,,,0.00010842054,0.00016191033
7200,,,0.00010317471,0.0001579366
7230,,,9.867773e-05,0.00015406865
7260,,,9.271218e-05,0.00015003556
7290,,,8.683421e-05,0.00014558758
7320,,,8.036759e-05,0.00014059452
7350,,,7.310585e-05,0.0001350118
7380,,,6.827364e-05,0.00012745148
7410,,,6.474273e-05,0.0001223666
7440,,,6.3971915e-05,0.00011790233
7470,,,6.354392e-05,0.000113981005
7500,,,6.189255e-05,0.00011048377
7530,,,5.920848e-05,0.00010841299
7560,,,5.715657e-05,0.000104900566
7590,,,5.4786495e-05,0.00010293018
7620,,,5.3228057e-05,0.00010161985
7650,,,5.1453782e-05,0.00010096008
7680,,,5.0381295e-05,0.00010010544
7710,,,5.0027484e-05,9.9520745e-05
7740,,,4.9734448e-05,9.903942e-05
7770,,,4.942651e-05,9.834412e-05
7800,,,4.910655e-05,9.736046e-05
7830,,,4.8419948e-05,9.583366e-05
7860,,,4.7325513e-05,9.367833e-05
7890,,,4.615961e-05,9.1492766e-05
7920,,,4.4062712e-05,8.942635e-05
7950,,,4.1915013e-05,8.685323e-05
7980,,,3.802948e-05,8.321153e-05
8010,,,3.429009e-05,8.019049e-05
8040,,,2.8593788e-05,7.5191165e-05
8070,,,2.3197477e-05,7.4881296e-05
8100,,,2.017883e-05,7.7835975e-05
8130,,,1.7445525e-05,8.3648e-05
8160,,,1.5890982e-05,8.997173e-05
8190,,,1.4290111e-05,9.320507e-05
8220,,,1.3523492e-05,9.1982605e-05
8250,,,1.3145628e-05,8.871375e-05
8280,,,1.3238684e-05,8.644577e-05
8310,,,1.35088685e-05,8.2821316e-05
8340,,,1.3615536e-05,7.839019e-05
8370,,,1.3378575e-05,7.3801675e-05
8400,,,1.2862631e-05,7.011543e-05
8430,,,1.1979573e-05,6.771813e-05
8460,,,1.1333207e-05,6.663719e-05
8490,,,1.0569734e-05,6.488907e-05
8520,,,1.0089211e-05,6.372259e-05
8550,,,9.516656e-06,6.0678176e-05
8580,,,9.066464e-06,5.548211e-05
8610,,,8.429639e-06,5.1012066e-05
8640,,,7.942418e-06,4.361304e-05
8670,,,7.455279e-06,3.669587e-05
8700,,,6.9072216e-06,3.1416537e-05
8730,,,6.657385e-06,2.8817192e-05
8760,,,6.571528e-06,2.6031646e-05
8790,,,6.6248253e-06,2.4319637e-05
8820,,,6.7684823e-06,2.332769e-05
8850,,,6.885457e-06,2.2864644e-05
8880,,,6.967654e-06,2.2240165e-05
8910,,,6.9943094e-06,2.1807185e-05
8940,,,6.956516e-06,2.0864725e-05
8970,,,6.8807904e-06,2.0368941e-05
9000,,,6.819678e-06,1.9668023e-05
9030,,,6.757567e-06,1.9136243e-05
9060,,,6.703312e-06,1.8905972e-05
9090,,,6.6940306e-06,1.8677387e-05
9120,,,6.7067836e-06,1.842732e-05
9150,,,6.7403416e-06,1.8197745e-05
9180,,,6.836568e-06,1.7777847e-05
9210,,,6.9233265e-06,1.7299637e-05
9240,,,6.9700636e-06,1.679469e-05
9270,,,6.952125e-06,1.6452843e-05
9300,,,6.917634e-06,1.5931077e-05
9330,,,6.8851e-06,1.5380301e-05
9360,,,6.8401914e-06,1.49880025e-05
9390,,,6.8050595e-06,1.4377349e-05
9420,,,6.7897386e-06,1.3762469e-05
9450,,,6.797804e-06,1.3369433e-05
9480,,,6.822851e-06,1.2842606e-05
9510,,,6.833405e-06,1.2395798e-05
9540,,,6.8274176e-06,1.2108111e-05
9570,,,6.7723413e-06,1.1658592e-05
9600,,,6.707e-06,1.1356881e-05
9630,,,6.6442162e-06,1.0897991e-05
9660,,,6.586857e-06,1.0416204e-05
